model,epoch,train_loss,train_acc,test_loss,test_acc,epoch_time_sec,lr
ViT_fast_p8_e128_l2_h4,26,2.7861099281311037,44.333333333333336,3.909547658920288,20.45,8.00784969329834,0.0005
ViT_fast_p8_e128_l2_h4,27,2.7550494810740154,45.13333333333333,3.916834758758545,21.2,7.803708076477051,0.0005
ViT_fast_p8_e128_l2_h4,28,2.7076945629119873,46.86666666666667,3.9275936889648437,20.35,8.210634231567383,0.0005
ViT_fast_p8_e128_l2_h4,29,2.6775865268707277,47.516666666666666,3.939112205505371,20.6,8.15067744255066,0.00025
ViT_fast_p8_e128_l2_h4,30,2.5748967259724935,51.86666666666667,3.9453831272125246,21.15,8.141430139541626,0.00025
ViT_fast_p8_e128_l2_h4,31,2.534289349873861,53.4,3.9565135307312014,21.05,8.286438703536987,0.00025
ViT_fast_p8_e128_l2_h4,32,2.5164317010243735,53.53333333333333,3.9569313869476317,21.05,8.223941326141357,0.00025
ViT_fast_p8_e256_l2_h4,1,4.496035807291666,3.933333333333333,4.331679328918457,5.75,22.461427211761475,0.001
ViT_fast_p8_e256_l2_h4,2,4.291991907755534,6.233333333333333,4.226394302368164,8.0,23.240044116973877,0.001
ViT_fast_p8_e256_l2_h4,3,4.1798954060872395,8.166666666666666,4.169769899368286,8.35,22.929279327392578,0.001
ViT_fast_p8_e256_l2_h4,4,4.132365161259969,9.033333333333333,4.14029669380188,8.9,23.84135913848877,0.001
ViT_fast_p8_e256_l2_h4,5,4.052762524922689,10.4,4.070184017181396,12.0,24.964497566223145,0.001
ViT_fast_p8_e256_l2_h4,6,3.9949045028686525,12.266666666666667,4.05145733833313,11.9,23.719813585281372,0.001
ViT_fast_p8_e256_l2_h4,7,3.943652379353841,12.833333333333334,4.025114995956421,12.05,25.952024936676025,0.001
ViT_fast_p8_e256_l2_h4,8,3.898467155456543,14.0,3.9927209796905516,12.65,27.249977350234985,0.001
ViT_fast_p8_e256_l2_h4,9,3.843071947097778,14.883333333333333,3.9546432247161865,13.8,25.456332206726074,0.001
ViT_fast_p8_e256_l2_h4,10,3.8115569585164386,15.9,3.9509049339294435,14.2,27.80115556716919,0.001
ViT_fast_p8_e256_l2_h4,11,3.7630344638824464,16.3,3.9164336795806887,14.75,29.8993136882782,0.001
ViT_fast_p8_e256_l2_h4,12,3.6982680015563965,17.833333333333332,3.918146713256836,14.95,27.02598524093628,0.001
ViT_fast_p8_e256_l2_h4,13,3.6430448792775474,19.85,3.9158186168670652,15.5,29.121192693710327,0.001
ViT_fast_p8_e256_l2_h4,14,3.586158456802368,20.716666666666665,3.8685155754089355,17.0,27.62897825241089,0.001
ViT_fast_p8_e256_l2_h4,15,3.5344138622283934,22.283333333333335,3.8854096603393553,16.45,28.030974626541138,0.001
ViT_fast_p8_e256_l2_h4,16,3.466560536702474,23.233333333333334,3.9038429698944093,16.75,28.959805011749268,0.001
ViT_fast_p8_e256_l2_h4,17,3.4200284004211428,24.766666666666666,3.8834542217254637,16.7,28.385310888290405,0.001
ViT_fast_p8_e256_l2_h4,18,3.3402199357350666,25.983333333333334,3.895312219619751,18.0,29.879125833511353,0.001
ViT_fast_p8_e256_l2_h4,19,3.2943770573933917,28.333333333333332,3.8883538875579835,18.05,29.380488395690918,0.001
ViT_fast_p8_e256_l2_h4,20,3.2301387646993,30.216666666666665,3.9373699378967286,16.75,28.503051280975342,0.0005
ViT_fast_p8_e256_l2_h4,21,3.0171611925760904,36.28333333333333,3.8780443267822267,19.0,28.23239254951477,0.0005
ViT_fast_p8_e256_l2_h4,22,2.892128522872925,40.28333333333333,3.934094427108765,19.6,28.992426872253418,0.0005
ViT_fast_p8_e256_l2_h4,23,2.8297178662618,42.53333333333333,3.9248110618591308,20.15,28.82599186897278,0.0005
ViT_fast_p8_e256_l2_h4,24,2.754096439997355,45.28333333333333,3.9718337154388426,19.8,28.674222707748413,0.0005
ViT_fast_p8_e256_l2_h4,25,2.6747450777689616,48.233333333333334,4.01185227394104,20.6,29.198671340942383,0.0005
ViT_fast_p8_e256_l2_h4,26,2.6290102144877117,49.233333333333334,4.029190975189209,19.95,30.679921865463257,0.00025
ViT_fast_p8_e256_l2_h4,27,2.4678479448954262,55.983333333333334,4.041717323303223,20.25,29.40268325805664,0.00025
ViT_fast_p8_e256_l2_h4,28,2.3923149941762287,59.083333333333336,4.084577955245972,20.6,28.219135284423828,0.00025
ViT_fast_p8_e256_l2_h4,29,2.351696263631185,59.983333333333334,4.083154388427735,20.0,28.31811285018921,0.00025
ViT_fast_p8_e256_l4_h8,1,4.480541339874268,4.066666666666666,4.332672718048095,4.9,57.444764137268066,0.001
ViT_fast_p8_e256_l4_h8,2,4.280933066050212,6.05,4.223906637191773,7.15,40.36063289642334,0.001
ViT_fast_p8_e256_l4_h8,3,4.1734742838541665,7.666666666666667,4.148485931396484,8.5,36.29656505584717,0.001
ViT_fast_p8_e256_l4_h8,4,4.088708191553752,9.566666666666666,4.109541110992431,9.25,36.23871850967407,0.001
ViT_fast_p8_e256_l4_h8,5,4.03896883392334,10.5,4.036497491836548,11.7,35.42636203765869,0.001
ViT_fast_p8_e256_l4_h8,6,3.959626200358073,11.983333333333333,4.05101813697815,11.0,36.15482234954834,0.001
ViT_fast_p8_e256_l4_h8,7,3.9157992420196535,12.966666666666667,3.9995069065093993,11.45,37.21299958229065,0.001
ViT_fast_p8_e256_l4_h8,8,3.8629121316274007,13.666666666666666,3.991722053527832,11.3,39.47949481010437,0.001
ViT_fast_p8_e256_l4_h8,9,3.832379560470581,14.883333333333333,3.9741657848358156,12.8,40.14191126823425,0.001
ViT_fast_p8_e256_l4_h8,10,3.7684633509318033,15.566666666666666,3.9850031204223635,11.85,43.732726097106934,0.001
ViT_fast_p8_e256_l4_h8,11,3.7248569997151693,17.583333333333332,3.983801643371582,14.6,50.71774506568909,0.001
ViT_fast_p8_e256_l4_h8,12,3.695521763483683,18.416666666666668,3.975798240661621,12.95,51.40626549720764,0.001
ViT_fast_p8_e256_l4_h8,13,3.6364786682128907,19.3,3.94760347366333,14.2,56.24031853675842,0.001
ViT_fast_p8_e256_l4_h8,14,3.5721225458780923,21.3,3.943856481552124,15.3,57.65645790100098,0.001
ViT_fast_p8_e256_l4_h8,15,3.524823849360148,22.316666666666666,3.916049528121948,15.9,58.8546142578125,0.001
ViT_fast_p8_e256_l4_h8,16,3.4752560863494875,23.466666666666665,3.9219023838043214,16.3,59.541987657547,0.001
ViT_fast_p8_e256_l4_h8,17,3.4005200125376382,24.766666666666666,3.949882713317871,15.3,60.630136251449585,0.001
ViT_fast_p8_e256_l4_h8,18,3.3550960235595704,26.033333333333335,3.9472042751312255,15.75,58.2895233631134,0.001
ViT_fast_p8_e256_l4_h8,19,3.2872895113627116,28.416666666666668,3.968244884490967,16.3,59.27368092536926,0.001
ViT_fast_p8_e256_l4_h8,20,3.218009832382202,30.616666666666667,3.963548500061035,17.05,59.8267035484314,0.001
ViT_fast_p8_e256_l4_h8,21,3.136911692301432,32.93333333333333,4.00409924697876,16.2,58.244345903396606,0.0005
ViT_fast_p8_e256_l4_h8,22,2.876896574020386,41.38333333333333,3.989938413619995,18.45,59.41494107246399,0.0005
ViT_fast_p8_e256_l4_h8,23,2.7602436230977374,44.81666666666667,4.038480806350708,18.3,60.11896276473999,0.0005
ViT_fast_p8_e256_l4_h8,24,2.6420174611409504,50.18333333333333,4.074835498809814,18.95,58.48886275291443,0.0005
ViT_fast_p8_e256_l4_h8,25,2.5452781728108724,52.733333333333334,4.131705600738526,18.5,59.95495843887329,0.0005
ViT_fast_p8_e256_l4_h8,26,2.4534217427571616,55.516666666666666,4.173229320526123,18.1,60.9397177696228,0.0005
ViT_fast_p8_e256_l4_h8,27,2.3677479076385497,58.71666666666667,4.244362926483154,17.7,57.75946521759033,0.00025
ViT_fast_p8_e256_l4_h8,28,2.1896326433817546,66.58333333333333,4.255444145202636,19.0,58.87480282783508,0.00025
ViT_fast_p8_e256_l4_h8,29,2.1042325452168784,70.13333333333334,4.28776940536499,18.65,60.30825066566467,0.00025
ViT_fast_p8_e256_l4_h8,30,2.0482377281188966,72.1,4.307781909942627,17.9,58.85221719741821,0.00025
ViT_fast_p4_e128_l2_h4,1,4.456886381785075,4.05,4.318876808166504,5.65,46.6258180141449,0.001
ViT_fast_p4_e128_l2_h4,2,4.22821962483724,6.966666666666667,4.123078731536865,9.35,45.80386447906494,0.001
ViT_fast_p4_e128_l2_h4,3,4.076085643768311,10.05,4.024446924209594,11.75,44.708208084106445,0.001
ViT_fast_p4_e128_l2_h4,4,3.965868558883667,12.233333333333333,3.9453476028442385,13.65,46.0778112411499,0.001
ViT_fast_p4_e128_l2_h4,5,3.8843687388102213,13.666666666666666,3.913114398956299,14.05,46.1344256401062,0.001
ViT_fast_p4_e128_l2_h4,6,3.8155718873341877,15.3,3.8598582344055177,14.75,46.61872148513794,0.001
ViT_fast_p4_e128_l2_h4,7,3.7396976108551025,17.15,3.8334015579223633,14.95,45.90996479988098,0.001
ViT_fast_p4_e128_l2_h4,8,3.6536954288482666,18.933333333333334,3.804626764297485,15.85,45.049577713012695,0.001
ViT_fast_p4_e128_l2_h4,9,3.600827865600586,19.666666666666668,3.802556116104126,17.5,47.903104305267334,0.001
ViT_fast_p4_e128_l2_h4,10,3.534444321950277,22.166666666666668,3.7437545394897462,18.3,47.92884802818298,0.001
ViT_fast_p4_e128_l2_h4,11,3.4784992713928222,23.833333333333332,3.7110250091552732,19.05,46.79944372177124,0.001
ViT_fast_p4_e128_l2_h4,12,3.4232797673543294,24.95,3.7172862186431885,19.7,45.603877782821655,0.001
ViT_fast_p4_e128_l2_h4,13,3.3580698579152424,26.616666666666667,3.7311441135406493,18.95,47.619648456573486,0.001
ViT_fast_p4_e128_l2_h4,14,3.307547379175822,27.533333333333335,3.6689891052246093,20.85,47.11570858955383,0.001
ViT_fast_p4_e128_l2_h4,15,3.2630153961181643,29.05,3.6897346000671387,21.55,46.8892126083374,0.001
ViT_fast_p4_e128_l2_h4,16,3.195038585027059,30.983333333333334,3.6966772842407227,21.0,47.171306133270264,0.001
ViT_fast_p4_e128_l2_h4,17,3.1319852244059243,33.166666666666664,3.6983504486083985,20.4,45.912124156951904,0.001
ViT_fast_p4_e128_l2_h4,18,3.0839771308898927,33.56666666666667,3.6480801601409913,22.15,47.15366554260254,0.001
ViT_fast_p4_e128_l2_h4,19,3.0237717475891115,36.15,3.706820779800415,21.3,46.38552284240723,0.001
ViT_fast_p4_e128_l2_h4,20,2.9730159848531086,37.21666666666667,3.6775970764160157,23.55,45.15591740608215,0.001
ViT_fast_p4_e128_l2_h4,21,2.921963704427083,38.81666666666667,3.7193954200744628,22.15,46.22140908241272,0.001
ViT_fast_p4_e128_l2_h4,22,2.85850607363383,41.18333333333333,3.692565704345703,23.35,47.70512080192566,0.001
ViT_fast_p4_e128_l2_h4,23,2.7906252187093097,43.583333333333336,3.741894973754883,21.4,47.714428186416626,0.001
ViT_fast_p4_e128_l2_h4,24,2.7458001976013184,44.483333333333334,3.7150009841918945,22.7,46.91433644294739,0.0005
ViT_fast_p4_e128_l2_h4,25,2.553540578842163,51.65,3.7041663436889647,23.25,47.836979389190674,0.0005
ViT_fast_p4_e128_l2_h4,26,2.462444962819417,54.7,3.727355514526367,23.3,48.83309292793274,0.0005
ViT_fast_p4_e128_l2_h4,27,2.4307790743509927,56.75,3.750025760650635,23.85,47.454633712768555,0.0005
ViT_fast_p4_e128_l2_h4,28,2.3825791346232097,58.18333333333333,3.749147222518921,24.55,47.21001720428467,0.0005
ViT_fast_p4_e128_l2_h4,29,2.338912191390991,59.333333333333336,3.77624641418457,23.85,48.0224347114563,0.0005
ViT_fast_p4_e128_l2_h4,30,2.3027842496236164,61.38333333333333,3.7928540668487547,24.1,46.09769129753113,0.00025
ViT_fast_p4_e128_l2_h4,31,2.17392991065979,66.61666666666666,3.8013699607849123,24.3,46.19491457939148,0.00025
ViT_fast_p4_e128_l2_h4,32,2.147399330774943,67.85,3.8160896549224854,24.8,48.38620615005493,0.00025
ViT_fast_p4_e128_l2_h4,33,2.1199809335072834,69.51666666666667,3.828463218688965,24.85,48.0093207359314,0.00025
